0.000000 0.000000 0.280000 0.000000 
0.000000 0.280000 0.252000 0.000000 
0.007056 0.252000 1.010800 0.000000 
0.025472 1.010800 1.615320 0.000000 
0.163277 1.615320 4.284028 0.000000 
0.692008 4.284028 8.378521 0.000000 
3.589382 8.378521 19.535947 0.000000 
16.368235 19.535947 41.042212 0.000000 
80.179850 41.042212 91.638644 0.000000 
376.105266 91.638644 197.392973 0.000000 
1808.882437 197.392973 434.241879 0.000000 
8571.629557 434.241879 943.518016 0.000000 
40971.503587 943.518016 2065.043475 0.000000 
194840.572241 2065.043475 4500.389572 0.000000 
929350.012019 4500.389572 9832.472344 0.000000 
4424995.600857 9832.472344 21450.315912 0.000000 
21090963.798758 21450.315912 46836.206886 0.000000 
100465143.383135 46836.206886 102213.470752 0.000000 
478729126.260949 102213.470752 223133.502956 0.000000 
2280724977.808407 223133.502956 487017.870765 0.000000 
10867000350.587456 487017.870765 1063089.891965 0.000000 
51774377561.627731 1063089.891965 2320430.940910 0.000000 
246682667828.363983 2320430.940910 5065039.544320 0.000000 
1175307447557.231201 5065039.544320 11055742.224436 0.000000 
5599777155857.856445 11055742.224436 24132278.726089 0.000000 
26680025288387.113281 24132278.726089 52675129.081900 0.000000 
127117089693712.359375 52675129.081900 114977996.606759 0.000000 
605648081283926.875000 114977996.606759 250970558.375403 0.000000 
2885609200928346.500000 250970558.375403 547811893.036788 0.000000 
13748465668012892.000000 547811893.036788 1195748267.184236 0.000000 
65504512184165504.000000 1195748267.184236 2610046740.968818 0.000000 
312095886778332672.000000 2610046740.968818 5697137214.987797 0.000000 
1486979442083106816.000000 5697137214.987797 12435554368.201710 0.000000 
7084705958008602624.000000 12435554368.201710 27143983133.347370 0.000000 
33755047802429145088.000000 27143983133.347370 59249137050.977425 0.000000 
160825757677711785984.000000 59249137050.977425 129327376119.252319 0.000000 
766253543213288652800.000000 129327376119.252319 282292222250.063904 0.000000 
3650811240247358652416.000000 282292222250.063904 616179653158.964111 0.000000 
17394272359551757975552.000000 616179653158.964111 1344979910143.246582 0.000000 
82874925453784033263616.000000 1344979910143.246582 2935784947974.021484 0.000000 
394857177552599530864640.000000 2935784947974.021484 6408150201577.709961 0.000000 
1881295090614853162762240.000000 6408150201577.709961 13987533035747.199219 0.000000 
8963421264259829683191808.000000 13987533035747.199219 30531600296590.070312 0.000000 
42706176778278261414166528.000000 30531600296590.070312 66643532767023.218750 0.000000 
203473370479545610120724480.000000 66643532767023.218750 145467660320773.093750 0.000000 
969447878712964578730311680.000000 145467660320773.093750 317522786036360.812500 0.000000 
4618929678324285061094965248.000000 317522786036360.875000 693079956330889.375000 0.000000 
22006867868014332055736287232.000000 693079956330889.375000 1512835761599611.000000 0.000000 
104851614358526610559457034240.000000 1512835761599611.000000 3302176063166140.000000 0.000000 
499565003945595260566901882880.000000 3302176063166140.000000 7207898589328436.000000 0.000000 
2380175018740935161133142114304.000000 7207898589328436.000000 15733201707260784.000000 0.000000 
11340332239138475685337267961856.000000 15733201707260784.000000 34341997586654328.000000 0.000000 
54030957506109568422807531945984.000000 34341997586654328.000000 74960762608319088.000000 0.000000 
257430232858866207611184700456960.000000 74960762608319088.000000 163622279590119296.000000 0.000000 
1226525085778694552304468547862528.000000 163622279590119296.000000 357150186934400768.000000 0.000000 
5843772774224389449740030161453056.000000 357150186934400768.000000 779577551093294848.000000 0.000000 
27842626810283263506681753094848512.000000 779577551093294848.000000 1701640319400287488.000000 0.000000 
132656059303968831202422198670196736.000000 1701640319400287488.000000 3714293430521484288.000000 0.000000 
