0.100000 1.568667 0.011723 
0.200000 1.799201 0.030113 
0.300000 1.652208 0.051206 
0.400000 1.735467 0.070575 
0.500000 1.669421 0.090921 
0.600000 1.692987 0.110492 
0.700000 1.663143 0.130339 
0.800000 1.662598 0.149837 
0.900000 1.646242 0.169328 
1.000000 1.637496 0.188628 
1.100000 1.624938 0.207824 
1.200000 1.613797 0.226874 
1.300000 1.601824 0.245793 
1.400000 1.589901 0.264572 
1.500000 1.577691 0.283211 
1.600000 1.565293 0.301707 
1.700000 1.552660 0.320057 
1.800000 1.539788 0.338259 
1.900000 1.526660 0.356311 
2.000000 1.513261 0.374208 
2.100000 1.499571 0.391949 
2.200000 1.485571 0.409529 
2.300000 1.471237 0.426945 
2.400000 1.456545 0.444193 
2.500000 1.441465 0.461268 
2.600000 1.425964 0.478167 
2.700000 1.410006 0.494884 
2.799999 1.393546 0.511414 
2.899999 1.376535 0.527751 
2.999999 1.358914 0.543888 
3.099999 1.340615 0.559819 
3.199999 1.321556 0.575536 
3.299999 1.301638 0.591029 
3.399999 1.280743 0.606288 
3.499999 1.258723 0.621303 
3.599999 1.235396 0.636060 
3.699999 1.210530 0.650542 
3.799999 1.183823 0.664734 
3.899998 1.154882 0.678612 
3.999998 1.123174 0.692151 
4.099998 1.087962 0.705319 
4.199998 1.048199 0.718073 
4.299998 1.002335 0.730362 
4.399998 0.947999 0.742112 
4.499998 0.881377 0.753226 
4.599998 0.796014 0.763559 
4.699998 0.680285 0.772891 
4.799998 0.511776 0.780866 
4.899998 0.244129 0.786866 
4.999998 -0.222962 0.789728 
5.099998 -1.083635 0.787114 
5.199997 -2.317577 0.774410 
5.299997 -1.415638 0.747240 
5.399997 -2.453924 0.730644 
5.499997 -0.968794 0.701876 
5.599997 -2.135339 0.690519 
5.699997 -1.777399 0.665485 
5.799997 -2.264629 0.644648 
5.899997 -1.443923 0.618099 
5.999997 -2.346855 0.601172 
6.099997 -1.186273 0.573659 
6.199996 -2.212836 0.559752 
6.299996 -1.496968 0.533810 
6.399996 -2.275404 0.516261 
6.499996 -1.307014 0.489585 
6.599996 -2.204667 0.474263 
6.699996 -1.442904 0.448417 
6.799996 -2.202039 0.431501 
6.899996 -1.412442 0.405686 
6.999996 -2.162107 0.389127 
7.099996 -1.464491 0.363780 
7.199996 -2.130931 0.346611 
7.299995 -1.492987 0.321630 
7.399995 -2.094627 0.304127 
7.499995 -1.527713 0.279571 
7.599995 -2.055524 0.261661 
7.699995 -1.562660 0.237564 
7.799995 -2.013272 0.219244 
7.899995 -1.597356 0.195642 
7.999995 -1.967918 0.176915 
8.099995 -1.630512 0.153845 
8.199995 -1.920032 0.134730 
8.299995 -1.660164 0.112221 
8.399996 -1.870998 0.092758 
8.499996 -1.683790 0.070824 
8.599997 -1.823126 0.051084 
8.699997 -1.698856 0.029711 
8.799997 -1.779212 0.009795 
8.899998 -1.703794 -0.011064 
8.999998 -1.741390 -0.031038 
9.099998 -1.698853 -0.051453 
9.199999 -1.709981 -0.071369 
9.299999 -1.686038 -0.091416 
9.400000 -1.683458 -0.111182 
9.500000 -1.668063 -0.130917 
9.600000 -1.659579 -0.150473 
9.700001 -1.647211 -0.169928 
9.800001 -1.636538 -0.189239 
9.900002 -1.624831 -0.208425 
10.000002 -1.613327 -0.227473 
10.100002 -1.601486 -0.246387 
10.200003 -1.589508 -0.265162 
10.300003 -1.577307 -0.283796 
10.400003 -1.564897 -0.302287 
10.500004 -1.552258 -0.320633 
10.600004 -1.539378 -0.338831 
10.700005 -1.526242 -0.356877 
10.800005 -1.512834 -0.374770 
10.900005 -1.499135 -0.392505 
11.000006 -1.485124 -0.410080 
11.100006 -1.470780 -0.427491 
11.200006 -1.456076 -0.444733 
11.300007 -1.440983 -0.461803 
11.400007 -1.425469 -0.478696 
11.500008 -1.409495 -0.495408 
11.600008 -1.393018 -0.511932 
11.700008 -1.375989 -0.528262 
11.800009 -1.358348 -0.544394 
11.900009 -1.340026 -0.560318 
12.000010 -1.320942 -0.576028 
12.100010 -1.300995 -0.591513 
12.200010 -1.280067 -0.606765 
12.300011 -1.258010 -0.621772 
12.400011 -1.234638 -0.636520 
12.500011 -1.209718 -0.650994 
12.600012 -1.182948 -0.665176 
12.700012 -1.153928 -0.679044 
12.800013 -1.122123 -0.692572 
12.900013 -1.086786 -0.705727 
13.000013 -1.046857 -0.718468 
13.100014 -1.000769 -0.730740 
13.200014 -0.946113 -0.742473 
13.300014 -0.879018 -0.753564 
13.400015 -0.792913 -0.763869 
13.500015 -0.675943 -0.773165 
13.600016 -0.505200 -0.781089 
13.700016 -0.233205 -0.787012 
13.800016 0.242799 -0.789746 
13.900017 1.119490 -0.786899 
14.000017 2.346718 -0.773775 
14.100018 1.333896 -0.746264 
14.200018 2.433444 -0.730626 
14.300018 1.035153 -0.702098 
14.400019 2.201643 -0.689963 
14.500019 1.633813 -0.664152 
14.600019 2.353940 -0.644998 
14.700020 1.203401 -0.617402 
14.800020 2.261029 -0.603294 
14.900021 1.417702 -0.576788 
15.000021 2.308820 -0.560167 
15.100021 1.256631 -0.533100 
15.200022 2.219049 -0.518369 
15.300022 1.447158 -0.492354 
15.400023 2.239823 -0.475388 
15.500023 1.360913 -0.449130 
15.600023 2.188210 -0.433176 
15.700024 1.445085 -0.407523 
15.800024 2.167319 -0.390581 
15.900024 1.454557 -0.365173 
16.000025 2.131763 -0.348121 
16.100025 1.492593 -0.323130 
16.200026 2.095925 -0.305632 
16.300026 1.526540 -0.281060 
16.400026 2.056955 -0.263164 
